UnitID,Institution Name,Control of institution (HD2023),Full-time 12-month unduplicated headcount (DRVEF122023),Full-time undergraduate 12-month unduplicated headcount (DRVEF122023),Total 12-month unduplicated headcount (DRVEF122023),Graduation rate - Bachelor degree within 4 years  total (DRVGR2023),Graduation rate  total cohort (DRVGR2023),Instruction expenses per FTE  (GASB) (DRVF2023),Instruction expenses per FTE  (FASB) (DRVF2023),Instruction expenses per FTE (for-profit institutions) (DRVF2023),Full-time retention rate  2023 (EF2023D),Percent admitted - total (DRVADM2022),Admissions yield - total (DRVADM2022),Full-time 12-month unduplicated headcount (DRVEF122022),Full-time undergraduate 12-month unduplicated headcount (DRVEF122022),Total 12-month unduplicated headcount (DRVEF122022),Graduation rate - Bachelor degree within 4 years  total (DRVGR2022),Graduation rate  total cohort (DRVGR2022),Instruction expenses per FTE  (GASB) (DRVF2022),Instruction expenses per FTE  (FASB) (DRVF2022),Instruction expenses per FTE (for-profit institutions) (DRVF2022),Full-time retention rate  2022 (EF2022D),Percent admitted - total (DRVADM2021),Admissions yield - total (DRVADM2021),Graduation rate - Bachelor degree within 4 years  total (DRVGR2021),Graduation rate  total cohort (DRVGR2021),Instruction expenses per FTE  (GASB) (DRVF2021),Instruction expenses per FTE  (FASB) (DRVF2021),Instruction expenses per FTE (for-profit institutions) (DRVF2021),Full-time retention rate  2021 (EF2021D),Percent admitted - total (DRVADM2020),Admissions yield - total (DRVADM2020),Graduation rate - Bachelor degree within 4 years  total (DRVGR2020),Graduation rate  total cohort (DRVGR2020),Instruction expenses per FTE  (GASB) (DRVF2020),Instruction expenses per FTE  (FASB) (DRVF2020),Instruction expenses per FTE (for-profit institutions) (DRVF2020),Full-time retention rate  2020 (EF2020D),Percent admitted - total (DRVADM2019),Admissions yield - total (DRVADM2019),Graduation rate - Bachelor degree within 4 years  total (DRVGR2019),Graduation rate  total cohort (DRVGR2019),Instruction expenses per FTE  (GASB) (DRVF2019),Instruction expenses per FTE  (FASB) (DRVF2019),Instruction expenses per FTE (for-profit institutions) (DRVF2019),Full-time retention rate  2019 (EF2019D),Percent admitted - total (DRVADM2018),Admissions yield - total (DRVADM2018),Graduation rate - Bachelor degree within 4 years  total (DRVGR2018),Graduation rate  total cohort (DRVGR2018),Instruction expenses per FTE  (GASB) (DRVF2018),Instruction expenses per FTE  (FASB) (DRVF2018),Instruction expenses per FTE (for-profit institutions) (DRVF2018),Full-time retention rate  2018 (EF2018D),Percent admitted - total (DRVADM2017),Admissions yield - total (DRVADM2017),Graduation rate - Bachelor degree within 4 years  total (DRVGR2017),Graduation rate  total cohort (DRVGR2017),Instruction expenses per FTE  (GASB) (DRVF2017),Instruction expenses per FTE  (FASB) (DRVF2017),Instruction expenses per FTE (for-profit institutions) (DRVF2017),Full-time retention rate  2017 (EF2017D),Percent admitted - total (DRVADM2016),Admissions yield - total (DRVADM2016),Graduation rate - Bachelor degree within 4 years  total (DRVGR2016),Graduation rate  total cohort (DRVGR2016),Instruction expenses per FTE  (GASB) (DRVF2016),Instruction expenses per FTE  (FASB) (DRVF2016),Instruction expenses per FTE (for-profit institutions) (DRVF2016),Full-time retention rate  2016 (EF2016D),Percent admitted - total (DRVADM2015),Admissions yield - total (DRVADM2015),Graduation rate - Bachelor degree within 4 years  total (DRVGR2015),Graduation rate  total cohort (DRVGR2015),Instruction expenses per FTE  (GASB) (DRVF2015),Instruction expenses per FTE  (FASB) (DRVF2015),Instruction expenses per FTE (for-profit institutions) (DRVF2015),Full-time retention rate  2015 (EF2015D),Percent admitted - total (DRVADM2014),Admissions yield - total (DRVADM2014),Graduation rate - Bachelor degree within 4 years  total (DRVGR2014),Graduation rate  total cohort (DRVGR2014),Instruction expenses per FTE  (GASB) (DRVF2014),Instruction expenses per FTE  (FASB) (DRVF2014),Instruction expenses per FTE (for-profit institutions) (DRVF2014),Full-time retention rate  2014 (EF2014D),Percent admitted - total (DRVIC2013),Admissions yield - total (DRVIC2013),State abbreviation (HD2022),Full-time undergraduate 12-month unduplicated headcount (DRVEF122021),Total 12-month unduplicated headcount (DRVEF122021),Full-time undergraduate 12-month unduplicated headcount (DRVEF122020),Total 12-month unduplicated headcount (DRVEF122020),12-month unduplicated headcount  total: 2018-19 (DRVEF122019),12-month unduplicated headcount  total: 2017-18 (DRVEF122018),12-month unduplicated headcount  total: 2016-17 (DRVEF122017),12-month unduplicated headcount  total: 2015-16 (DRVEF122016),12-month unduplicated headcount  total: 2014-15 (DRVEF122015),12-month unduplicated headcount  total: 2013-14 (DRVEF122014),Carnegie Classification 2025: Institutional Classification (HD2024),Carnegie Classification 2025: Research Activity Designation (HD2024),Carnegie Classification 2025: Institutional Size (HD2024)
179344,Missouri State University-West Plains,1,834,834,2241,,35,5020,,,55,,,834,834,2499,,33,4320,,,63,,,,33,4141,,,58,,,,30,3807,,,51,,,,27,4561,,,56,,,,25,4720,,,51,,,,21,4008,,,61,,,,22,3530,,,54,,,,19,3730,,,42,,,,21,3416,,,40,,,MO,850,2518,965,2510,2388,2371,2459,2600,2703,2553,12,,2
178411,Missouri University of Science and Technology,1,6215,5016,7637,27,64,16510,,,86,81,22,6330,5228,7812,24,62,15267,,,86,85,25,22,63,14701,,,85,81,25,24,67,14754,,,85,79,29,24,66,15095,,,82,84,36,23,63,14292,,,83,84,44,22,64,14144,,,81,79,45,22,64,13686,,,83,88,47,24,65,13911,,,87,86,42,24,63,13337,,,86,82,46,MO,5537,8165,5790,8618,9265,9466,9547,9659,9471,9018,30,1,3
178369,Missouri Valley College,2,1298,1284,1748,18,24,,4923,,53,61,34,1502,1484,1939,15,23,,4661,,41,66,36,15,25,,4447,,47,62,23,12,23,,4343,,52,53,34,11,23,,3823,,42,59,35,13,23,,3917,,44,54,32,15,29,,4006,,45,46,29,13,28,,3815,,43,46,30,14,29,,4034,,59,44,42,15,28,,3708,,52,22,86,MO,1367,1862,1433,1978,2029,1995,1903,2048,2076,1971,15,,2
178387,Missouri Western State University,1,2502,2487,4550,24,40,6313,,,59,,,2755,2734,4964,23,41,5870,,,63,,,19,36,6041,,,60,,,14,36,7850,,,63,,,14,38,9500,,,63,,,16,34,9670,,,62,,,13,29,10182,,,66,,,13,31,8698,,,66,,,13,30,7939,,,64,,,15,36,7666,,,64,,,MO,3180,5390,3354,6177,6163,6302,6145,6383,6745,6713,14,,3
175281,Mitchell Hamline School of Law,2,463,0,1201,,,,15777,,,,,469,0,1230,,,,16131,,,,,,,,17229,,,,,,,,13772,,,,,,,,16620,,,,,,,,13391,,,,,,,,10144,,,,,,,,11141,,,,,,,,12099,,,,,,,,11112,,,,,MN,0,1270,0,1194,1214,1200,1077,1050,815,849,26,,2
219189,Mitchell Technical College,1,862,862,1407,,71,8322,,,84,,,894,894,1407,,71,9325,,,81,,,,75,8624,,,78,,,,73,7750,,,81,,,,73,7782,,,83,,,,78,7800,,,81,,,,68,7628,,,81,,,,69,7869,,,82,,,,70,8465,,,74,,,,68,6844,,,78,,,SD,891,1331,930,1381,1449,1441,1579,1641,1614,1476,21,,2
476902,Mitsu Sato Hair Academy,3,69,69,138,,86,,,4312,82,,,92,92,151,,70,,,2000,50,,,,52,,,1234,100,,,,66,,,1496,83,,,,67,,,2278,44,,,,67,,,3571,75,,,,100,,,2920,83,,,,93,,,1974,100,,,,77,,,2337,100,,,,,,,5883,44,,,KS,84,140,75,107,94,75,79,54,53,73,,,
178448,Moberly Area Community College,1,2560,2560,6539,,39,4188,,,67,,,2652,2652,6524,,39,3976,,,66,,,,37,3804,,,65,,,,34,3540,,,57,,,,33,3712,,,64,,,,31,3792,,,61,,,,30,3697,,,58,,,,25,3785,,,60,,,,27,3443,,,57,,,,23,3335,,,56,,,MO,2352,6916,2841,7208,7450,7398,7597,7505,7896,8409,2,,3
174321,Model College of Hair Design,3,214,214,216,,61,,,1894,85,,,198,198,198,,76,,,2024,50,,,,62,,,1627,61,,,,69,,,1857,64,,,,69,,,1967,71,,,,73,,,2583,75,,,,90,,,2257,75,,,,71,,,2801,62,,,,68,,,1980,70,,,,68,,,1733,92,,,MN,183,183,141,141,145,135,155,133,146,168,,,
204121,Moler Hollywood Beauty Academy,3,35,35,75,,96,,,6373,69,,,35,35,74,,95,,,6308,75,,,,88,,,6345,67,,,,30,,,7543,67,,,,76,,,8138,67,,,,70,,,8038,61,,,,63,,,8125,54,,,,65,,,7457,57,,,,58,,,7225,70,,,,56,,,7135,68,,,OH,35,74,35,74,92,95,94,91,90,88,,,
250902,Moler-Pickens Beauty Academy,3,58,58,111,,96,,,4529,59,,,58,58,111,,86,,,4639,50,,,,86,,,4531,61,,,,75,,,4609,50,,,,91,,,4585,50,,,,77,,,4369,55,,,,54,,,4533,53,,,,67,,,4533,53,,,,81,,,4467,58,,,,68,,,4539,62,,,OH,59,106,43,82,106,84,83,96,87,122,,,
147341,Monmouth College,2,760,760,783,50,60,,17765,,70,91,14,760,760,781,51,57,,16393,,77,66,11,50,55,,15491,,73,69,13,54,58,,14804,,74,67,16,54,62,,15889,,79,69,18,46,57,,13964,,73,67,17,51,60,,12721,,72,52,17,47,56,,12257,,73,62,16,48,58,,11075,,74,69,20,48,56,,10582,,74,64,21,IL,874,889,914,926,931,1047,1205,1231,1330,1297,5,,2
171225,Monroe County Community College,1,761,761,3236,,31,7364,,,59,,,836,836,3256,,31,8732,,,60,,,,23,10415,,,57,,,,22,10336,,,59,,,,20,9712,,,60,,,,20,7997,,,68,,,,15,8372,,,58,,,,14,8550,,,44,,,,14,7583,,,59,,,,14,6885,,,52,,,MI,907,3259,968,3293,3778,4156,4255,4260,4603,5054,12,,2
171234,Montcalm Community College,1,341,341,2055,,27,9495,,,68,,,389,389,1970,,38,9379,,,61,,,,16,9761,,,51,,,,34,9023,,,56,,,,39,8617,,,55,,,,31,8808,,,64,,,,23,8605,,,59,,,,30,8679,,,64,,,,26,7531,,,55,,,,16,6918,,,55,,,MI,465,1868,476,1945,2113,2104,2129,2211,2420,2500,12,,2
147369,Moody Bible Institute,2,1685,1448,2786,40,62,,10904,,90,94,57,1829,1603,2991,41,61,,9051,,75,98,57,42,53,,7689,,73,98,60,49,62,,8583,,82,94,64,53,67,,8284,,81,95,64,46,58,,8663,,77,66,60,48,59,,9639,,83,62,80,47,61,,9097,,79,68,70,59,69,,8861,,86,72,71,79,86,,8542,,87,69,74,IL,1833,3354,1899,3497,3659,3886,4235,4636,4813,4618,31,,2
239372,Moraine Park Technical College,1,1107,1107,7113,,50,15698,,,75,,,1070,1070,7060,,45,14462,,,79,,,,46,13803,,,78,,,,54,11489,,,87,,,,57,11499,,,73,,,,44,11001,,,73,,,,58,10653,,,72,,,,57,10993,,,75,,,,46,9941,,,75,,,,34,9362,,,75,,,WI,1271,7093,1016,6875,7405,7840,9211,9611,9988,10602,11,,3
147378,Moraine Valley Community College,1,4638,4638,17617,,33,7593,,,76,,,4591,4591,17409,,34,7904,,,72,,,,34,8048,,,72,,,,29,6896,,,70,,,,28,5953,,,71,,,,29,5419,,,70,,,,27,4920,,,69,,,,28,4399,,,70,,,,26,4906,,,66,,,,21,4142,,,70,,,IL,5043,17693,6034,21075,22597,23362,25027,26598,26307,27929,2,,3
154004,Morningside University,2,1255,1158,2929,42,53,,7816,,69,71,15,1247,1190,3059,47,56,,7673,,65,74,15,46,54,,6700,,66,69,15,49,60,,6919,,69,63,16,56,62,,6989,,68,58,14,45,51,,6206,,71,55,14,49,56,,6393,,70,57,13,46,54,,5995,,65,56,15,54,55,,5621,,74,57,15,44,54,,5590,,75,53,18,IA,1156,3275,1220,3501,3615,3726,3887,3820,3769,3400,20,,2
147396,Morrison Institute of Technology,2,80,80,88,,67,,10305,,81,,,77,77,80,,79,,11956,,86,,,,73,,10323,,76,,,,76,,10747,,79,,,,84,,8297,,78,,,,83,,7015,,50,,,,69,,7782,,59,,,,68,,7532,,78,,,,79,,8463,,73,,,,68,,7803,,58,,,IL,78,85,95,95,124,113,97,100,91,104,21,,1
147411,Morton College,1,1288,1288,5542,,28,8146,,,70,,,1182,1182,5414,,24,7018,,,68,,,,21,8834,,,63,,,,21,6356,,,62,,,,19,6529,,,72,,,,18,6732,,,70,,,,24,5791,,,75,,,,20,3511,,,64,,,,25,5271,,,70,,,,13,5337,,,70,,,IL,1239,5387,1319,6682,6951,6254,6647,6942,7106,7473,2,,3
500430,Mosley School of Cosmetology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496478,Motion Picture Institute,3,0,0,109,,,,,1930,,89,78,0,0,94,,,,,1743,,93,85,,,,,1736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI,0,81,,,,,,,,,,,
169275,Mott Community College,1,2116,2116,8362,,15,6311,,,66,,,2191,2191,8337,,16,4919,,,61,,,,15,7831,,,60,,,,11,5884,,,49,,,,15,5351,,,57,,,,16,5382,,,59,,,,15,5859,,,58,,,,16,5678,,,60,,,,16,6303,,,55,,,,10,6014,,,50,,,MI,2123,7479,2725,9668,10176,10504,10769,11571,12596,13692,2,,3
204176,Mount Carmel College of Nursing,2,732,584,956,65,71,,10879,,83,63,58,758,558,1044,58,65,,12287,,68,52,46,75,81,,10782,,58,81,58,73,80,,10946,,70,74,46,66,74,,7866,,61,78,53,55,67,,8850,,64,99,65,62,73,,8374,,67,79,84,61,73,,8053,,84,82,66,67,72,,6284,,85,74,62,58,64,,5951,,88,54,93,OH,667,1144,661,1094,1352,1364,1390,1343,1332,1358,28,,2
219198,Mount Marty University,2,885,667,1717,50,61,,7828,,70,68,24,792,608,1718,45,57,,8516,,71,67,30,49,61,,7334,,61,78,28,43,53,,7383,,76,72,36,47,56,,6541,,72,69,40,41,51,,7731,,71,67,39,47,59,,7683,,72,65,31,40,48,,7940,,74,73,38,43,47,,7889,,69,72,41,49,54,,7255,,70,72,40,SD,549,1627,516,1716,1763,1653,1758,1722,1817,1720,18,,2
239390,Mount Mary University,2,873,647,1525,50,59,,10794,,66,69,17,1083,654,1501,47,60,,12139,,65,62,26,39,51,,10326,,68,53,20,31,51,,10271,,72,58,30,42,65,,8360,,65,62,32,40,51,,8012,,72,56,31,22,39,,7557,,79,56,30,26,43,,7867,,77,53,36,21,43,,8016,,68,35,69,26,49,,7872,,78,54,45,WI,619,1370,618,1455,1554,1572,1585,1596,1590,1747,20,,2
154013,Mount Mercy University,2,1137,1028,1785,52,56,,7745,,70,75,19,1188,1029,1828,49,57,,7367,,74,81,21,53,60,,6971,,78,76,25,49,57,,6604,,80,66,28,51,64,,6439,,75,63,27,53,71,,6609,,67,57,29,45,58,,7336,,75,62,30,44,58,,7038,,72,61,35,51,65,,7894,,78,57,34,63,72,,8414,,81,68,42,IA,1034,1967,1163,2146,2218,2285,2235,2306,2168,2147,20,,2
204200,Mount St. Joseph University,2,1324,1029,2322,45,55,,11154,,76,54,26,1210,917,2336,43,51,,10119,,69,63,19,43,53,,9236,,72,60,34,44,55,,9020,,74,62,36,33,45,,8849,,72,60,29,40,53,,8253,,72,73,38,44,61,,8191,,71,88,27,40,52,,7827,,73,15,100,30,51,,7512,,71,88,34,38,53,,7648,,67,88,31,OH,1047,2358,1064,2395,2488,2386,2362,2513,2639,2737,18,,2
204194,Mount Vernon Nazarene University,2,2054,1585,2452,55,64,,7706,,80,85,32,2052,1640,2720,56,69,,7229,,70,87,29,46,59,,6226,,78,72,35,55,62,,6494,,77,73,34,57,68,,7039,,79,76,35,48,59,,7103,,79,77,37,58,63,,7841,,79,74,48,56,58,,7574,,78,78,44,57,60,,7954,,80,76,40,50,58,,7324,,82,63,37,OH,1990,2962,2283,3010,2766,2710,2717,2681,2695,2826,20,,2
249061,Ms Roberts Academy of Beauty Culture,3,47,47,94,,56,,,4141,57,,,36,36,77,,100,,,6542,80,,,,,,,3726,67,,,,33,,,4688,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL,22,50,11,16,,,,,,129,,,
171304,Muskegon Community College,1,1400,1400,5144,,31,9934,,,64,,,1536,1536,5255,,26,8570,,,60,,,,23,9305,,,65,,,,16,8534,,,58,,,,19,8402,,,65,,,,16,7496,,,62,,,,16,7372,,,62,,,,19,6635,,,66,,,,16,6290,,,59,,,,18,6260,,,58,,,MI,1575,5128,1773,5468,5674,6271,6186,6386,6688,7147,2,,3
204264,Muskingum University,2,1865,1385,2918,41,53,,9858,,69,86,18,1731,1399,2701,47,60,,9188,,68,86,20,40,51,,8471,,68,80,20,42,56,,9001,,73,81,20,39,53,,9750,,72,72,24,36,51,,9664,,76,74,28,34,48,,9994,,75,77,23,38,54,,9010,,66,74,25,34,52,,9178,,74,76,25,37,53,,8808,,71,76,27,OH,1384,2855,1437,3045,3222,3039,2253,3380,3558,3484,15,,2
451477,MyComputerCareer at Columbus,3,2539,2539,2539,,74,,,1105,84,,,3954,3954,3954,,76,,,2667,77,,,,73,,,3987,80,,,,63,,,5503,89,,,,66,,,5415,69,,,,79,,,3235,63,,,,56,,,3838,86,,,,53,,,4897,63,,,,41,,,5229,,,,,47,,,4468,,,,OH,5012,5012,2288,2288,2601,1405,697,432,460,428,21,,2
451228,MyComputerCareer at Indianapolis,3,896,896,896,,63,,,974,73,,,397,397,397,,66,,,3883,62,,,,70,,,6634,78,,,,64,,,5618,78,,,,67,,,4214,,,,,64,,,3932,,,,,55,,,6144,,,,,44,,,6282,,,,,41,,,6094,,,,,50,,,4854,,,,IN,443,443,303,303,478,401,375,389,412,341,,,
434432,Myotherapy Institute,3,26,26,26,,43,,,5305,67,,,22,22,22,,80,,,3099,67,,,,100,,,1829,80,,,,100,,,1620,80,,,,53,,,1610,75,,,,67,,,920,75,,,,77,,,947,80,,,,80,,,1148,83,,,,89,,,1129,92,,,,86,,,1186,80,,,NE,29,29,30,30,34,49,45,49,51,43,29,,1
239424,Nashotah House,2,85,0,163,,,,8443,,,,,101,0,149,,,,8293,,,,,,,,33484,,,,,,,,32554,,,,,,,,43244,,,,,,,,16973,,,,,,,,21821,,,,,,,,19635,,,,,,,,20463,,,,,,,,15374,,,,,WI,0,152,0,109,76,82,96,103,120,134,31,,1
219204,National American University-Rapid City,3,295,160,1876,0,60,,,1670,67,,,310,185,1994,0,33,,,1632,33,,,13,11,,,2132,25,,,0,19,,,3653,,,,9,19,,,2960,,,,0,22,,,3324,,,,0,12,,,6782,,,,0,22,,,6084,,,,6,19,,,14901,45,,,7,15,,,5067,25,,,SD,277,2255,406,2925,3905,9076,2708,2581,2512,2879,20,,2
204334,National Beauty College,3,0,0,242,,,,,7619,,,,0,0,227,,,,,8694,,,,,100,,,6563,,,,,75,,,10641,,,,,47,,,8232,,,,,36,,,7913,100,,,,64,,,5075,40,,,,70,,,10877,71,,,,71,,,9847,78,,,,78,,,4897,79,,,OH,2,231,4,172,164,178,184,57,87,126,,,
148955,National Latino Education Institute,2,2,2,2,,,,0,,,,,,,,,100,,,,,,,,100,,250147,,,,,,85,,28886,,80,80,75,,52,,24827,,33,64,100,,60,,19685,,,,,,69,,13838,,81,67,100,,73,,7076,,89,73,88,,72,,7860,,88,68,94,,75,,6261,,77,55,100,IL,5,5,24,24,28,41,95,107,123,126,,,
147536,National Louis University,2,5692,3380,11341,29,37,,5700,,56,92,28,5158,3076,10068,23,31,,5793,,61,97,38,19,34,,5753,,61,97,17,11,22,,6301,,60,98,29,11,22,,6218,,58,86,19,0,22,,5161,,61,86,22,25,50,,6151,,68,76,27,7,30,,6431,,74,81,41,,,,6337,,42,97,13,25,25,,6238,,52,99,30,IL,2916,10052,2842,9768,8921,8466,6934,7110,7383,7528,17,,3
147590,National University of Health Sciences,2,538,28,605,,,,15703,,,,,595,36,664,,,,13922,,,,,,,,14929,,,,,,,,15039,,,,,,,,13316,,,,,,,,12534,,,,,,,,11398,,,,,,,,7800,,,,,,,,8298,,,,,,,,8484,,,,,IL,28,679,28,738,808,850,866,923,970,1003,29,,2
178518,Nazarene Theological Seminary,2,34,0,197,,,,13876,,,,,162,0,254,,,,10593,,,,,,,,9520,,,,,,,,8179,,,,,,,,8768,,,,,,,,8187,,,,,,,,8316,,,,,,,,8470,,,,,,,,8389,,,,,,,,7834,,,,,MO,0,253,0,261,249,268,307,334,335,366,31,,1
181765,Nebraska College of Technical Agriculture,1,260,260,340,,57,10090,,,65,,,260,260,327,,43,9625,,,73,,,,58,9758,,,73,,,,48,8605,,,65,,,,43,8259,,,71,,,,57,8222,,,55,,,,49,8813,,,61,,,,43,6787,,,64,,,,53,8689,,,65,,,,44,9892,,,66,,,NE,253,358,235,371,428,412,388,563,461,365,21,,1
181419,Nebraska Indian Community College,1,124,124,851,,17,8473,,,,,,95,95,749,,0,7677,,,69,,,,9,10579,,,50,,,,12,8361,,,63,,,,25,11181,,,64,,,,7,13068,,,59,,,,7,18488,,,50,,,,6,5111,,,47,,,,9,4340,,,46,,,,3,7950,,,24,,,NE,78,473,82,402,338,302,280,290,240,259,3,,2
181297,Nebraska Methodist College of Nursing & Allied Health,2,910,577,1307,46,67,,10494,,78,91,51,981,607,1391,35,72,,9871,,84,84,57,32,73,,8797,,93,92,63,59,65,,10076,,78,97,63,44,69,,9847,,68,91,65,29,63,,9952,,83,68,75,48,70,,9488,,77,35,52,51,59,,9968,,75,34,54,71,73,,9399,,81,83,50,41,66,,9321,,70,33,72,NE,514,1405,478,1354,1429,1425,1357,1198,1188,1164,28,,2
181446,Nebraska Wesleyan University,2,1568,1519,3983,58,69,,8040,,75,81,19,1684,1659,4297,51,59,,7844,,75,82,20,59,66,,7272,,74,70,25,53,63,,7393,,74,68,30,55,65,,7347,,83,72,31,51,63,,7333,,83,71,30,55,65,,7115,,75,74,31,60,70,,7694,,78,79,33,51,62,,7315,,79,78,27,55,69,,7123,,81,77,21,NE,1726,4069,1760,4430,4068,4163,4095,4126,4012,3856,5,,3
178527,Neosho Beauty College,3,72,72,86,,48,,,1068,75,,,60,60,77,,53,,,1624,68,,,,50,,,1865,77,,,,43,,,1857,100,,,,38,,,1756,70,,,,17,,,1776,56,,,,50,,,1948,67,,,,50,,,1993,69,,,,75,,,1835,95,,,,67,,,1457,95,,,MO,54,63,43,53,52,57,58,52,52,58,,,
155566,Neosho County Community College,1,606,606,2057,,39,5606,,,59,,,613,613,2059,,40,5657,,,48,,,,33,5242,,,54,,,,30,4948,,,60,,,,33,4437,,,56,,,,33,4222,,,50,,,,30,4047,,,51,,,,34,4245,,,58,,,,23,4780,,,52,,,,24,4914,,,54,,,KS,680,2157,762,2534,2722,2858,2841,2886,3120,3792,3,,2
483258,Networks Barber College,3,89,89,89,,67,,,1440,100,,,70,70,70,,8,,,1562,100,,,,8,,,1575,89,,,,43,,,1553,86,,,,69,,,908,88,,,,47,,,565,89,,,,52,,,860,0,,,,,,,763,60,,,,67,,,518,60,,,,100,,,1471,64,,,IL,66,66,53,53,66,73,46,51,57,45,,,
419280,New Dimensions School of Hair Design,3,39,39,43,,,,,0,83,,,32,32,45,,95,,,0,75,,,,100,,,0,,,,,57,,,0,90,,,,36,,,0,100,,,,25,,,0,100,,,,27,,,0,50,,,,100,,,0,50,,,,91,,,42,71,,,,55,,,168,86,,,MO,31,43,28,42,32,33,44,56,89,85,,,
155335,Newman University,2,1338,938,4168,38,54,,6358,,71,51,24,1462,976,3958,48,52,,5648,,69,72,30,53,63,,5523,,69,83,30,38,47,,5414,,72,67,25,48,52,,5682,,72,62,26,40,54,,5069,,78,64,31,43,52,,4916,,80,58,23,39,51,,4767,,74,56,23,32,50,,4476,,71,53,13,31,48,,4415,,72,45,16,KS,961,3124,1048,5018,4482,4747,4907,5181,5264,5179,20,,2
239442,Nicolet Area Technical College,1,226,226,1752,,45,20226,,,48,,,261,261,1720,,49,16879,,,52,,,,44,17206,,,66,,,,50,17967,,,58,,,,46,17163,,,63,,,,47,17220,,,60,,,,42,16808,,,55,,,,40,18008,,,58,,,,32,17474,,,62,,,,30,14253,,,60,,,WI,287,1701,323,1712,1835,1848,1924,1644,1844,1793,12,,2
174428,Normandale Community College,1,3738,3738,13957,,19,5905,,,56,,,3872,3872,13768,,19,5647,,,56,,,,24,5324,,,57,,,,22,5481,,,58,,,,26,5471,,,61,,,,25,5312,,,54,,,,26,5379,,,60,,,,19,4886,,,58,,,,22,4710,,,61,,,,19,5005,,,60,,,MN,4234,14657,4616,14606,14765,14942,14877,14632,14573,14197,2,,3
147660,North Central College,2,2785,2367,2963,64,71,,11907,,82,61,16,2876,2461,3000,58,63,,11110,,77,68,16,57,64,,10017,,77,53,14,58,66,,10163,,75,54,15,61,69,,10373,,78,56,15,57,68,,10579,,81,54,15,61,69,,10198,,79,59,14,56,69,,9464,,78,57,14,53,67,,9083,,80,60,17,50,63,,8701,,78,64,20,IL,2530,3038,2649,3077,3118,3198,3179,3217,3339,3414,15,,2
171395,North Central Michigan College,1,645,645,2154,,24,9484,,,60,,,703,703,2189,,33,8257,,,53,,,,27,8179,,,54,,,,24,7733,,,59,,,,25,7058,,,52,,,,22,6657,,,57,,,,18,6426,,,70,,,,22,6025,,,61,,,,11,6368,,,59,,,,8,5586,,,59,,,MI,680,2347,681,3154,3391,3657,3261,3583,3182,3841,3,,2
179715,North Central Missouri College,1,856,856,2426,,56,7800,,,71,,,771,771,2303,,44,7317,,,75,,,,50,7627,,,68,,,,49,7836,,,64,,,,41,5943,,,55,,,,45,6294,,,55,,,,41,4825,,,55,,,,37,4079,,,62,,,,37,3934,,,54,,,,33,3770,,,59,,,MO,760,2321,753,2260,2623,2609,2452,2176,2185,2397,12,,2
204422,North Central State College,1,792,792,3082,,34,4945,,,92,,,768,768,3190,,27,5289,,,88,,,,18,5020,,,90,,,,19,4472,,,67,,,,13,3660,,,58,,,,18,4435,,,56,,,,19,5341,,,53,,,,13,5706,,,48,,,,16,6075,,,60,,,,15,5968,,,46,,,OH,807,3320,916,3708,3731,3814,3936,3782,3760,3771,12,,2
174437,North Central University,2,888,810,1063,57,64,,9741,,78,91,35,913,841,1098,51,59,,9088,,76,94,36,48,59,,7298,,76,93,37,41,53,,5799,,76,90,42,41,51,,6082,,80,90,45,5,54,,6014,,80,91,42,6,40,,6284,,73,66,42,33,48,,8103,,75,54,49,30,44,,6784,,74,91,42,27,47,,6438,,69,95,52,MN,930,1162,1007,1263,1186,1214,1182,1294,1406,1355,15,,2
200305,North Dakota State College of Science,1,1586,1586,3803,,50,8816,,,71,,,1609,1609,3456,,43,9290,,,70,,,,41,9210,,,70,,,,48,8597,,,67,,,,46,8679,,,71,,,,49,8059,,,72,,,,51,8690,,,67,,,,50,8683,,,70,,,,43,8296,,,74,,,,39,7798,,,71,,,ND,1645,3485,1690,3669,3625,3657,3683,3752,3617,3736,21,,2
200332,North Dakota State University-Main Campus,1,10241,9256,13385,45,64,11717,,,77,96,31,10445,9378,13753,43,63,11667,,,75,95,32,41,65,10490,,,76,94,31,38,62,10213,,,82,94,38,35,60,10230,,,79,93,44,32,58,9693,,,79,92,45,32,58,9412,,,79,93,53,27,55,9499,,,80,94,51,27,54,8971,,,78,83,52,25,56,8329,,,80,84,52,ND,9657,14102,9960,14384,14503,15065,15816,16019,17825,17788,7,1,3
174376,North Hennepin Community College,1,1643,1643,7120,,16,7259,,,54,,,1748,1748,7562,,13,6559,,,61,,,,14,6206,,,61,,,,17,5887,,,57,,,,17,5713,,,57,,,,20,5593,,,54,,,,19,5460,,,58,,,,10,5072,,,61,,,,13,4903,,,65,,,,15,4874,,,50,,,MN,2129,8454,2259,9097,9400,9742,10173,10424,10737,10843,2,,3
